,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
1,1027,Ethereum,ETH,ethereum,7140,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120195141.29749367,120195141.29749367,True,,2,,,,2023-07-21T08:02:00.000Z,1889.1975396993212,7069757725.895793,21.0988,-0.21627613,-0.98210166,-5.14175078,4.22389505,4.18476925,2.04713452,227072365223.03732,18.9487,227072365223.04,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
2,825,Tether USDt,USDT,tether,57462,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83819295816.65376,86707788905.0465,True,,3,,,,2023-07-21T08:02:00.000Z,0.9999567383661626,25500255085.091064,13.6335,-0.00646168,-0.01199283,-0.04116948,-0.00290993,-0.00160112,-0.02815833,83815669656.96964,6.9934,86704037784.43,,2023-07-21T08:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-07-21 14:04:03.871585
3,52,XRP,XRP,xrp,997,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52544091958.0,99988621362.0,False,,4,,,,2023-07-21T08:02:00.000Z,0.7790652701764227,2341540417.4311485,-30.7082,-0.94662954,-1.29213371,1.09192955,56.71952471,68.74396617,72.67687799,40935277197.43407,3.4155,77906527017.64,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
4,1839,BNB,BNB,bnb,1525,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153856870.92666784,153856870.92666784,False,,5,,,,2023-07-21T08:02:00.000Z,243.43506305895605,486297999.570362,-31.9493,-0.05808553,0.37296588,-4.96212053,-2.37936363,-20.82805238,-24.51135123,37454157076.08704,3.1254,37454157076.09,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
5,3408,USD Coin,USDC,usd-coin,13396,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26913374367.253212,26913374367.253212,False,,6,,,,2023-07-21T08:02:00.000Z,0.9999368743627373,3112071599.706965,8.1799,-0.00834286,-0.00255625,-0.00719644,-0.0216914,0.00153613,-0.02750942,26911675443.34539,2.2454,26911675443.35,,2023-07-21T08:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-07-21 14:04:03.871585
6,2010,Cardano,ADA,cardano,878,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34986721818.464,35999133396.871,False,,7,,,,2023-07-21T08:02:00.000Z,0.31252823869134333,284889221.4029856,-18.2718,-0.68513391,-1.12537131,-11.35371294,12.30341615,-13.97842505,-18.91916362,10934338547.508545,0.9123,14063770741.11,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
7,5426,Solana,SOL,solana,490,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,403867993.89624214,552977704.0785625,True,,8,,,,2023-07-21T08:02:00.000Z,25.186622232714512,578565141.2788612,-12.6861,-0.59028152,-3.89839006,-12.39331506,49.64863136,27.79928583,18.34369568,10172070594.148901,0.8488,13927640535.74,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
8,74,Dogecoin,DOGE,dogecoin,748,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140259856383.70523,140259856383.70523,True,,9,,,,2023-07-21T08:02:00.000Z,0.07133352131759721,654065965.8377758,130.1366,-1.07261432,3.37039292,1.72596145,10.66388359,-0.59397985,-9.5807084,10005229455.35016,0.8349,10005229455.35,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
9,1958,TRON,TRX,tron,792,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89718864554.92064,89718956576.8705,True,,10,71659659264.0,5772920821.459031,,2023-07-21T08:02:00.000Z,0.08056026055316733,172424282.55167955,11.4356,-0.40815443,1.09531801,-1.37283824,13.53632133,5.23251888,23.82139458,7227775105.078735,0.6032,7227782518.39,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
10,3890,Polygon,MATIC,polygon,780,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-07-21T08:02:00.000Z,0.7605294038136851,367538423.3190651,9.7973,-0.65355396,1.9928151,-11.10404089,16.83667008,-10.92373951,-24.93303431,7087730255.123345,0.5915,7605294038.14,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
11,2,Litecoin,LTC,litecoin,952,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73408301.72743528,84000000.0,False,,12,,,,2023-07-21T08:02:00.000Z,92.01340094077433,549153791.668704,16.9116,-0.45546653,-1.23460926,-8.8205062,8.99099399,0.99611584,7.45155688,6754547499.227839,0.5637,7729125679.03,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
12,6636,Polkadot,DOT,polkadot-new,536,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1207149341.4378242,1336628218.743004,True,,13,,,,2023-07-21T08:02:00.000Z,5.437133892651269,250597128.76397595,101.9371,-1.04366239,4.21815341,-2.0593162,15.35353278,2.71713336,-7.76460243,6563432597.823253,0.5476,7267426590.0,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
13,11419,Toncoin,TON,toncoin,122,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,4800030936.470379,,2023-07-21T08:02:00.000Z,1.4059158472333728,37311428.23881467,132.365,0.23021608,2.25286128,4.10562655,-0.23733731,-23.24089434,-38.2067604,4824951471.979781,0.4026,7096442524.35,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
14,5805,Avalanche,AVAX,avalanche,468,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345896659.1560127,432616109.1560127,False,,15,,,,2023-07-21T08:02:00.000Z,13.891050206261,146276585.7634266,14.7091,-0.39598874,-0.72917565,-9.33156163,12.94749954,-3.20594969,-18.16160481,4804867858.514121,0.401,10001556148.51,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
0,1,Bitcoin,BTC,bitcoin,10353,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19435093.0,19435093.0,False,,1,,,,2023-07-21T08:03:00.000Z,29771.576653182918,14665988852.078915,8.5624,-0.29929805,-0.73829516,-4.34745703,3.16431252,10.77732337,9.12051265,578613361011.2388,48.2865,625203109716.84,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
1,1027,Ethereum,ETH,ethereum,7140,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120195141.29749367,120195141.29749367,True,,2,,,,2023-07-21T08:03:00.000Z,1889.6508498786736,7067956323.096842,21.1403,-0.22274083,-0.96841564,-5.12677692,4.3595868,4.1326696,2.06945137,227126850904.09616,18.9533,227126850904.1,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
2,825,Tether USDt,USDT,tether,57463,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83819295816.65376,86707788905.0465,True,,3,,,,2023-07-21T08:03:00.000Z,1.0000070342366159,25491438416.15692,13.6605,-0.01412942,-0.01032502,-0.01858927,0.01986025,-0.01546601,-0.01933797,83819885421.41351,6.9947,86708398828.15,,2023-07-21T08:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-07-21 14:05:04.293877
3,52,XRP,XRP,xrp,997,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52544091958.0,99988621362.0,False,,4,,,,2023-07-21T08:03:00.000Z,0.7790341670599097,2341092705.529503,-30.7121,-0.96138524,-1.27045782,1.0793491,56.73276509,68.73725169,72.6625769,40933642912.41983,3.4159,77903416705.99,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
4,1839,BNB,BNB,bnb,1525,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153856870.92666784,153856870.92666784,False,,5,,,,2023-07-21T08:03:00.000Z,243.47034163808223,485640489.50366855,-31.7931,-0.06331045,0.40102834,-4.93367698,-2.31945506,-20.8274626,-24.5055385,37459584927.88214,3.1259,37459584927.88,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
5,3408,USD Coin,USDC,usd-coin,13396,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26913374367.253212,26913374367.253212,False,,6,,,,2023-07-21T08:03:00.000Z,0.9999830636952632,3111878425.359595,8.1665,-0.01814664,0.00147492,0.04889057,-0.00958189,-0.00371373,-0.01717208,26912918554.143433,2.2459,26912918554.14,,2023-07-21T08:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-07-21 14:05:04.293877
6,2010,Cardano,ADA,cardano,878,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34986721818.464,35999133396.871,False,,7,,,,2023-07-21T08:03:00.000Z,0.31249158107175146,284992913.6703145,-18.1384,-0.69963132,-1.12560851,-11.36677549,12.31570952,-13.98432268,-18.9321425,10933056017.569357,0.9124,14062121148.23,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
7,5426,Solana,SOL,solana,490,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,403867993.89624214,552977704.0785625,True,,8,,,,2023-07-21T08:03:00.000Z,25.1879137350235,578208213.0710936,-12.1826,-0.60026564,-3.88026045,-12.36856929,49.72328481,27.78982023,18.34243388,10172592190.595545,0.8489,13928354707.72,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
8,74,Dogecoin,DOGE,dogecoin,748,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140259856383.70523,140259856383.70523,True,,9,,,,2023-07-21T08:03:00.000Z,0.07132472814804633,654221674.4619263,130.1954,-1.10557339,3.36559225,1.71889504,10.7100903,-0.60270663,-9.58371489,10003996126.651796,0.8348,10003996126.65,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
9,1958,TRON,TRX,tron,792,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89718864554.92064,89718956576.8705,True,,10,71659659264.0,5773080567.843253,,2023-07-21T08:03:00.000Z,0.08056248979045177,172412377.29919675,11.4092,-0.40881043,1.10176122,-1.36498701,13.56335898,5.19550657,23.83550372,7227975109.71672,0.6032,7227982523.23,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
10,3890,Polygon,MATIC,polygon,780,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-07-21T08:03:00.000Z,0.7605432609427502,367235544.57406884,9.7154,-0.65760315,2.0080821,-11.10263361,16.90206968,-10.92172006,-24.93206272,7087859396.209057,0.5915,7605432609.43,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
11,2,Litecoin,LTC,litecoin,952,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73408301.72743528,84000000.0,False,,12,,,,2023-07-21T08:03:00.000Z,92.01383293711986,547750578.7788696,16.7924,-0.45647934,-1.22689337,-8.80790689,9.03196033,0.9894902,7.45210132,6754579211.345917,0.5637,7729161966.72,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
12,6636,Polkadot,DOT,polkadot-new,536,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1207149341.4378242,1336628218.743004,True,,13,,,,2023-07-21T08:03:00.000Z,5.437406350349811,250390997.24639544,101.8514,-1.04927673,4.23362551,-2.01181881,15.40158648,2.72121756,-7.7600462,6563761494.9546175,0.5477,7267790764.65,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
13,11419,Toncoin,TON,toncoin,122,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,4799423431.977524,,2023-07-21T08:03:00.000Z,1.4057379108398216,37288556.39686455,131.6273,0.21306408,2.21828791,4.09887851,-0.22078674,-23.26330332,-38.20914525,4824340813.478653,0.4026,7095544379.99,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
14,5805,Avalanche,AVAX,avalanche,468,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345896659.1560127,432616109.1560127,False,,15,,,,2023-07-21T08:03:00.000Z,13.891126888672279,146138845.70310482,14.9672,-0.40423334,-0.71057844,-9.26897487,12.96540243,-3.21553737,-18.16719887,4804894382.703999,0.401,10001611359.84,,2023-07-21T08:03:00.000Z,,,,,,,2023-07-21 14:05:04.293877
0,1,Bitcoin,BTC,bitcoin,10353,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19435093.0,19435093.0,False,,1,,,,2023-07-21T08:04:00.000Z,29784.13869821981,14666465598.213291,8.5816,-0.23775817,-0.70406204,-4.44299277,3.19506742,10.8522011,9.16965815,578857505524.8009,48.3069,625466912662.62,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
1,1027,Ethereum,ETH,ethereum,7140,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120195141.29749367,120195141.29749367,True,,2,,,,2023-07-21T08:04:00.000Z,1890.0582412153553,7067956323.096842,21.1409,-0.18863319,-0.95392841,-5.23660365,4.39875881,4.15257915,2.09567018,227175817363.372,18.9588,227175817363.37,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
2,825,Tether USDt,USDT,tether,57463,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83819295816.65376,86707788905.0465,True,,3,,,,2023-07-21T08:04:00.000Z,1.0000525728493064,25491438416.15692,13.6609,-0.00428247,-0.01924394,-0.0250155,0.00366463,0.00571697,-0.00644162,83823702435.8617,6.995,86712347380.57,,2023-07-21T08:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-07-21 14:06:04.760155
3,52,XRP,XRP,xrp,997,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52544091958.0,99988621362.0,False,,4,,,,2023-07-21T08:04:00.000Z,0.7792169647726763,2339705864.4081697,-30.7218,-0.91310645,-1.12443948,0.9150817,56.95892347,68.67417801,72.66367925,40943247852.24915,3.4167,77921696477.27,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
4,1839,BNB,BNB,bnb,1525,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153856870.92666784,153856870.92666784,False,,5,,,,2023-07-21T08:04:00.000Z,243.66033196641234,485640489.50366855,-31.4754,0.00323626,0.50124217,-4.9359785,-2.13947959,-20.78407027,-24.47350302,37488816245.30534,3.1283,37488816245.31,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
5,3408,USD Coin,USDC,usd-coin,13396,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26913374367.253212,26913374367.253212,False,,6,,,,2023-07-21T08:04:00.000Z,1.000067505726238,3111878425.359595,8.1681,-6.72e-05,0.00082982,0.01347144,-0.00709125,0.02312768,-3.988e-05,26915191174.13539,2.2461,26915191174.14,,2023-07-21T08:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-07-21 14:06:04.760155
6,2010,Cardano,ADA,cardano,878,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34986721818.464,35999133396.871,False,,7,,,,2023-07-21T08:04:00.000Z,0.31232161535252,284992913.6703145,-17.9451,-0.7753096,-1.0987715,-11.53344997,12.31914068,-14.04049948,-18.98517523,10927109474.231932,0.9119,14054472690.86,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
7,5426,Solana,SOL,solana,490,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,403867993.89624214,552977704.0785625,True,,8,,,,2023-07-21T08:04:00.000Z,25.20216702156461,578208213.0710936,-12.1826,-0.64889675,-3.71572752,-12.42384606,49.95694385,27.77161551,18.37892288,10178348636.83733,0.8494,13936236457.39,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
8,74,Dogecoin,DOGE,dogecoin,748,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140259856383.70523,140259856383.70523,True,,9,,,,2023-07-21T08:04:00.000Z,0.07134214675302257,653768256.107603,130.1081,-1.13072244,3.40558593,1.65739917,10.86535823,-0.57324947,-9.59332879,10006439257.684168,0.8351,10006439257.68,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
9,1958,TRON,TRX,tron,792,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89718864554.92064,89718956576.8705,True,,10,71659659264.0,5773111104.961694,,2023-07-21T08:04:00.000Z,0.08056291593144595,172412377.29919675,11.1767,-0.42764451,1.11782138,-1.4635465,13.70944395,4.97608049,23.8249645,7228013342.602857,0.6032,7228020756.16,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
